Order,PID,Lot.Frontage,Lot.Area,Year.Built,Year.Remod.Add,Mas.Vnr.Area,BsmtFin.SF.1,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,TotRms.AbvGrd,Fireplaces,Garage.Yr.Blt,Garage.Cars,Garage.Area,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Misc.Val,Mo.Sold,Yr.Sold,SalePrice,MS.SubClass.fact,MS.Zoning.fact,Street.fact,Lot.Shape.fact,Land.Contour.fact,Utilities.fact,Lot.Config.fact,Land.Slope.fact,Neighborhood.fact,Condition.1.fact,Condition.2.fact,Bldg.Type.fact,House.Style.fact,Overall.Qual.fact,Overall.Cond.fact,Roof.Style.fact,Roof.Matl.fact,Exterior.1st.fact,Exterior.2nd.fact,Mas.Vnr.Type.fact,Exter.Qual.fact,Exter.Cond.fact,Foundation.fact,Bsmt.Qual.fact,Bsmt.Cond.fact,Bsmt.Exposure.fact,BsmtFin.Type.1.fact,BsmtFin.Type.2.fact,Heating.fact,Heating.QC.fact,Central.Air.fact,Electrical.fact,Kitchen.Qual.fact,Functional.fact,Garage.Type.fact,Garage.Finish.fact,Garage.Qual.fact,Garage.Cond.fact,Paved.Drive.fact,Sale.Type.fact,Sale.Condition.fact,TotalArea,HasFireplace,Remodeled
1848,533223050,NA,5105,2004,2004,0,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2004,2,480,0,60,0,0,0,0,0,3,2007,148800,160,FV,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1653,0,0
1849,533236040,24,2645,1999,2000,456,0,0,776,776,764,677,0,1441,0,0,2,1,2,1,5,0,1999,2,492,206,0,0,0,0,0,0,11,2007,174000,160,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2217,0,1
1850,533241030,66,7399,1997,1998,1600,649,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,1997,2,576,0,10,0,0,198,0,0,6,2007,239000,60,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,WD ,Normal,2925,1,1
1851,533242080,73,7321,1999,2000,0,0,0,1339,1339,1358,0,0,1358,0,0,2,0,3,1,5,0,1999,2,625,176,174,0,0,0,0,0,12,2007,204000,20,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,COD,Normal,2697,0,1
1852,533242090,NA,8010,2003,2004,0,964,0,90,1054,1072,976,0,2048,1,0,2,1,3,1,8,2,2003,2,552,0,48,0,0,180,0,0,8,2007,301000,60,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,CemntBd,CmentBd,None,Gd,Gd,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,3102,1,1
1853,533244040,106,8413,1998,1998,0,901,0,319,1220,1220,1142,0,2362,1,0,2,1,3,1,8,2,1998,2,1105,147,0,36,0,144,0,0,6,2007,312500,60,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,Gd,TA,Y,WD ,Normal,3582,1,0
1854,533250190,50,9466,1994,1995,0,457,1037,0,1494,1494,0,0,1494,1,0,1,1,1,1,5,1,1994,2,478,0,30,0,0,217,0,0,5,2007,279700,120,RL,Pave,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2988,1,1
1855,533251110,80,12000,1980,1980,600,1732,0,270,2002,2362,0,0,2362,1,0,2,1,3,1,8,1,1980,2,546,180,16,0,0,0,0,0,3,2007,255000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,MetalSd,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,Gd,TA,Y,WD ,Normal,4364,1,0
1856,533251130,NA,16157,1978,1978,0,680,391,289,1360,1432,0,0,1432,1,0,1,1,2,1,5,1,1978,2,588,168,180,0,0,0,0,0,6,2007,194000,80,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2792,1,0
1857,533252130,90,10768,1976,2004,0,1157,0,280,1437,1437,0,0,1437,1,0,2,0,3,1,6,1,1976,2,528,0,21,0,0,180,0,0,7,2007,218000,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2874,1,1
1858,533253180,40,3840,1978,1998,0,881,176,0,1057,1295,0,0,1295,1,0,1,0,1,1,4,2,1978,2,571,133,89,0,0,0,0,0,7,2007,213750,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,6,Gable,CompShg,Wd Sdng,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,GLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2352,1,1
1859,533254100,80,9600,1976,1994,360,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,1976,2,512,113,100,0,0,0,0,0,8,2007,187000,80,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,Hip,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2383,1,1
1860,533254130,80,9600,1976,1976,0,978,0,284,1262,1262,0,0,1262,0,1,2,0,3,1,6,1,1976,2,460,298,0,0,0,0,0,0,5,2007,181500,20,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2524,1,0
1861,533350020,94,17778,1981,1981,0,1632,829,0,2461,2497,0,0,2497,1,0,2,0,2,1,7,2,1981,2,676,266,0,0,0,0,0,0,3,2007,373000,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Rec,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,4958,1,0
1862,533352075,NA,18890,1977,1977,1,498,211,652,1361,1361,1259,0,2620,0,0,2,2,4,2,12,1,1977,2,600,155,24,145,0,0,0,8300,8,2007,190000,90,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,RFn,TA,TA,N,WD ,Normal,3981,1,0
1863,534104090,NA,7050,2001,2001,0,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2001,2,650,0,235,0,0,0,0,0,5,2007,226000,60,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2986,1,0
1864,534125120,78,11700,1968,1968,41,0,0,912,912,1152,0,0,1152,1,0,1,1,3,1,7,0,1968,2,412,0,126,0,0,0,0,0,9,2007,143450,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,CWD,Normal,2064,0,0
1865,534127080,80,8000,1970,1970,525,915,0,93,1008,1403,1008,0,2411,1,0,2,1,4,1,8,1,1970,2,570,0,192,0,0,0,0,0,6,2007,240050,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,3419,1,0
1866,534127140,NA,8723,1969,1969,0,973,0,0,973,1082,0,0,1082,1,0,1,0,3,1,6,0,1969,2,480,160,0,0,0,0,0,0,1,2007,162500,85,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2055,0,0
1867,534127260,130,11700,1968,1968,196,910,0,385,1295,1295,0,0,1295,1,0,1,1,3,1,6,0,1968,2,528,0,194,0,0,200,0,0,4,2007,164000,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2590,0,0
1868,534128090,108,11358,1972,1987,0,346,0,778,1124,1610,0,0,1610,0,0,2,0,3,1,8,1,1972,2,515,202,0,0,0,256,0,0,5,2007,185000,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2734,1,1
1869,534151090,80,9547,1993,1993,112,0,0,1594,1594,1594,0,0,1594,0,0,2,0,2,1,6,1,1993,2,472,190,80,0,0,0,0,0,7,2007,188500,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,3188,1,0
1870,534151180,78,10530,1993,1993,194,819,0,329,1148,1091,984,0,2075,1,0,2,1,3,1,8,1,1993,2,473,235,86,0,0,0,0,0,8,2007,255000,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,3223,1,0
1871,534175010,NA,11500,1976,1976,164,0,0,1680,1680,1680,0,0,1680,0,0,2,0,4,2,8,0,1976,2,528,0,0,0,0,0,0,0,6,2007,136905,90,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,3360,0,0
1872,534176140,88,10738,1966,1966,0,792,0,301,1093,1093,0,0,1093,1,0,2,0,3,1,6,1,1966,2,484,224,0,0,0,0,0,400,11,2007,158500,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2186,1,0
1873,534177210,80,9600,1973,1973,320,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,1973,2,528,0,0,0,0,0,0,0,9,2007,175500,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2484,1,0
1874,534178010,80,10800,1963,1963,203,617,264,171,1052,1052,0,0,1052,1,0,1,0,3,1,6,0,1963,1,311,0,133,0,0,0,0,0,2,2007,127000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,COD,Normal,2104,0,0
1875,534201040,70,8050,1967,1993,0,474,38,437,949,1107,0,0,1107,1,0,1,0,3,1,5,0,1967,1,308,88,64,0,0,0,0,0,3,2007,127000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2056,0,1
1876,534202030,NA,10355,1967,1967,196,695,0,519,1214,1214,0,0,1214,0,0,2,0,3,1,5,1,1967,1,318,0,111,0,0,0,0,0,7,2007,143000,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2428,1,0
1877,534204120,79,10289,1965,1965,168,836,0,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,1965,2,515,0,0,0,0,0,0,0,6,2007,156000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2146,0,0
1878,534252040,NA,9503,1958,1983,0,457,374,193,1024,1344,0,0,1344,1,0,1,0,2,1,6,1,1970,1,484,316,28,0,0,0,0,0,6,2007,144000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Min1,Detchd,Unf,TA,TA,Y,WD ,Normal,2368,1,1
1879,534252060,NA,10624,1964,1964,84,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,2002,1,352,155,0,0,0,0,0,0,11,2007,119000,90,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,3456,0,0
1880,534252070,NA,10899,1964,1964,0,0,0,0,0,1224,0,0,1224,0,0,2,0,2,2,8,0,1964,3,530,0,0,0,0,0,0,0,4,2007,103000,90,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,N,SBrkr,TA,Typ,CarPort,Unf,TA,TA,Y,WD ,Normal,1224,0,0
1881,534252110,NA,12342,1960,1978,0,0,0,978,978,1422,0,0,1422,0,0,1,0,3,1,6,1,1960,1,286,0,0,36,0,0,0,600,8,2007,139900,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min1,Attchd,RFn,TA,TA,Y,WD ,Normal,2400,1,1
1882,534275170,NA,12772,1960,1998,0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1960,1,301,0,0,0,0,0,0,15500,4,2007,151500,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,1916,0,1
1883,534275220,80,8892,1960,1960,66,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,1974,2,461,74,0,0,0,0,0,0,7,2007,126500,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,COD,Normal,2130,0,0
1884,534276070,65,10482,1958,1958,63,507,0,81,588,1138,0,0,1138,0,1,1,0,3,1,6,0,1958,1,264,224,0,0,0,0,0,0,6,2007,145000,80,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,1726,0,0
1885,534276160,70,7535,1958,1985,0,111,279,522,912,912,0,0,912,0,1,1,0,2,1,5,0,1958,1,297,12,285,0,0,0,0,480,6,2007,120000,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,1824,0,1
1886,534276180,74,7450,1956,1956,0,438,206,250,894,1074,0,0,1074,0,0,1,0,2,1,6,1,1966,2,396,0,72,0,0,0,0,0,1,2007,124000,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,Gd,Min1,Detchd,Unf,TA,TA,Y,WD ,Normal,1968,1,0
1887,534276290,NA,8339,1959,1959,0,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1959,1,294,0,0,0,0,0,0,1200,7,2007,106500,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,882,0,0
1888,534278150,NA,14357,1961,1961,0,311,167,386,864,1187,0,0,1187,1,0,1,0,2,1,6,1,1961,2,440,128,0,0,0,0,0,0,8,2007,140500,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,CWD,Normal,2051,1,0
1889,534278170,76,8243,1961,1961,56,700,0,264,964,964,0,0,964,0,0,1,0,3,1,5,1,1985,2,784,170,0,0,0,0,0,0,2,2007,137500,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Fin,TA,TA,Y,WD ,Normal,1928,1,0
1890,534278190,70,8680,1960,1960,0,0,0,894,894,894,0,0,894,0,0,1,0,3,1,5,0,1965,1,312,0,0,0,0,0,0,0,1,2007,117600,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1788,0,0
1891,534401120,80,8800,1966,1966,202,654,0,520,1174,1200,0,0,1200,0,1,2,0,3,1,6,1,1966,2,440,0,0,0,0,0,0,0,10,2007,163500,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,CWD,Normal,2374,1,0
1892,534401200,80,9200,1965,1965,98,494,0,548,1042,1042,0,0,1042,0,0,2,0,3,1,5,0,1965,2,440,192,0,0,0,0,0,0,5,2007,161000,80,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2084,0,0
1893,534403040,85,9350,1964,1991,108,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1964,1,309,333,0,0,0,0,0,0,10,2007,158000,80,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Min1,Attchd,RFn,TA,TA,Y,CWD,Normal,2604,0,1
1894,534403290,80,8800,1964,1997,306,414,0,431,845,845,1309,0,2154,0,0,2,1,5,1,8,1,1964,2,539,0,0,0,0,161,0,0,7,2007,224500,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2999,1,1
1895,534403420,NA,11382,1964,1964,212,54,543,533,1130,1374,0,0,1374,0,1,1,0,3,1,7,1,1964,1,286,0,28,84,0,0,0,0,8,2007,147000,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2504,1,0
1896,534425015,NA,22002,1959,1991,136,1386,0,206,1592,1652,0,0,1652,1,0,1,1,3,1,6,1,1959,2,510,0,0,0,0,201,0,0,7,2007,200000,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,3244,1,1
1897,534425080,NA,14585,1960,1987,85,594,219,331,1144,1429,0,0,1429,0,1,1,0,3,1,7,2,1960,2,572,216,110,0,0,0,0,0,6,2007,181900,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2573,1,1
1898,534427140,75,7388,1959,2002,0,405,0,658,1063,1327,0,0,1327,1,0,1,0,3,1,7,0,1974,2,624,0,0,0,0,0,0,0,7,2007,150750,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2390,0,1
